"RECEPTION_ID"|"DOC_ID"|"DELETION_DATE"|"ESTIMATED_TOTAL"|"ESTIMATED_TOTAL_CUR"|"PROCUREMENT_TOTAL"|"PROCUREMENT_TOTAL_CUR"|"FORM"|"COLL_OJ"|"NO_OJ"|"DATE_PUB"|"NO_DOC_OJS"|"URI_DOC"|"LG_ORIG"|"ISO_COUNTRY"|"IA_URL_GENERAL"|"IA_URL_ETENDERING"|"ORIGINAL_CPV_Text"|"ORIGINAL_CPV"|"ORIGINAL_NUTS_Text"|"ORIGINAL_NUTS"|"CA_CE_NUTS_Text"|"CA_CE_NUTS"|"REF_NO_DOC_OJS"|"DS_DATE_DISPATCH"|"DT_DATE_FOR_SUBMISSION"|"AA_AUTHORITY_TYPE"|"AA_AUTHORITY_TYPE_Text"|"TD_DOCUMENT_TYPE"|"TD_DOCUMENT_TYPE_Text"|"NC_CONTRACT_NATURE"|"NC_CONTRACT_NATURE_Text"|"PR_PROC"|"PR_PROC_Text"|"RP_REGULATION"|"RP_REGULATION_Text"|"TY_TYPE_BID"|"TY_TYPE_BID_Text"|"AC_AWARD_CRIT"|"AC_AWARD_CRIT_Text"|"MA_MAIN_ACTIVITIES"|"MA_MAIN_ACTIVITIES_Text"|"HEADING"|"INITIATOR"|"AA_NAME_EN"|"AA_NAME_ORIG"|"LEGAL_BASIS"|"NOTICE_UUID"|"OFFICIALNAME"|"ADDRESS"|"TOWN"|"POSTCODE"|"TITLE"|"SHORT_DESC_ENG"|"SHORT_DESC_ORIGINAL"|"LONG_DESC_ENG"|"LONG_DESC_ORIGINAL"|"CONTRACTOR_OFFICIALNAME_EN"|"CONTRACTOR_OFFICIALNAME_ORIG"|"CONTRACTOR_ADRESS_EN"|"CONTRACTOR_ADRESS_ORIG"|"CONTRACTOR_TOWN_EN"|"CONTRACTOR_TOWN_ORIG"|"CONTRACTOR_PCODE_EN"|"CONTRACTOR_PCODE_ORIG"|"CONTRACTOR_COUNTRY_EN"|"CONTRACTOR_COUNTRY_ORIG"|"CRIT"|"VAL_ESTIMATED_TOTAL"|"VAL_ESTIMATED_TOTAL_CUR"|"VAL_TOTAL"|"VAL_TOTAL_CUR"|"ANZAHL_LOTS"|"namespace"
"20-451537-001"|"437363-2020"|2020-12-23|keine Angabe|keine Angabe|"680000"|EUR|F03|S|182|2020-09-18|"2020/S 182-437363"|http://ted.europa.eu/udl?uri=TED:NOTICE:437363-2020:TEXT:FR:HTML|FR|FR|http://www.univ-lemans.fr/fr/index.html|keine Angabe|Electrical machinery, apparatus, equipment and consumables; lighting|31000000|Pays de la Loire|FRG0|keine Angabe|keine Angabe|"2020/S 027-060989"|2020-09-14|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"2"|The most economic tender|"8"|Other|"01B03"|"01"|keine Angabe|Université du Maine|"32014L0024"|keine Angabe|Université du Maine|avenue Olivier Messiaen|Le Mans|"72085"|Fourniture d'outillage et EPI|""|Fourniture d'outillage et EPI.|""|Outillage et matériels de plomberie.|keine Angabe|Legallais|keine Angabe|"7 rue d'Atalante"|keine Angabe|Herouville-Saint-Clair|keine Angabe|"14200"|keine Angabe|FR|""|keine Angabe|keine Angabe|"140000"|EUR|"8"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-451537-001"|"437363-2020"|2020-12-23|keine Angabe|keine Angabe|"680000"|EUR|F03|S|182|2020-09-18|"2020/S 182-437363"|http://ted.europa.eu/udl?uri=TED:NOTICE:437363-2020:TEXT:FR:HTML|FR|FR|http://www.univ-lemans.fr/fr/index.html|keine Angabe|Electrical machinery, apparatus, equipment and consumables; lighting|31000000|Pays de la Loire|FRG0|keine Angabe|keine Angabe|"2020/S 027-060989"|2020-09-14|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"2"|The most economic tender|"8"|Other|"01B03"|"01"|keine Angabe|Université du Maine|"32014L0024"|keine Angabe|Université du Maine|avenue Olivier Messiaen|Le Mans|"72085"|Fourniture d'outillage et EPI|""|Fourniture d'outillage et EPI.|""|Outillage et matériels de peinture et revêtements.|keine Angabe|Grassin decors|keine Angabe|"8 rue de la République"|keine Angabe|Poitiers|keine Angabe|"86000"|keine Angabe|FR|""|keine Angabe|keine Angabe|"40000"|EUR|"8"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-451537-001"|"437363-2020"|2020-12-23|keine Angabe|keine Angabe|"680000"|EUR|F03|S|182|2020-09-18|"2020/S 182-437363"|http://ted.europa.eu/udl?uri=TED:NOTICE:437363-2020:TEXT:FR:HTML|FR|FR|http://www.univ-lemans.fr/fr/index.html|keine Angabe|Electrical machinery, apparatus, equipment and consumables; lighting|31000000|Pays de la Loire|FRG0|keine Angabe|keine Angabe|"2020/S 027-060989"|2020-09-14|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"2"|The most economic tender|"8"|Other|"01B03"|"01"|keine Angabe|Université du Maine|"32014L0024"|keine Angabe|Université du Maine|avenue Olivier Messiaen|Le Mans|"72085"|Fourniture d'outillage et EPI|""|Fourniture d'outillage et EPI.|""|Outillage et matériels de jardinage.|keine Angabe|Société d'équipement pour l'environnement (Guillebert)|keine Angabe|"3 rue Jules Verne — BP 17 l'Orée du Golf"|keine Angabe|Ronchin|keine Angabe|"59790"|keine Angabe|FR|""|keine Angabe|keine Angabe|"4000"|EUR|"8"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-451537-001"|"437363-2020"|2020-12-23|keine Angabe|keine Angabe|"680000"|EUR|F03|S|182|2020-09-18|"2020/S 182-437363"|http://ted.europa.eu/udl?uri=TED:NOTICE:437363-2020:TEXT:FR:HTML|FR|FR|http://www.univ-lemans.fr/fr/index.html|keine Angabe|Electrical machinery, apparatus, equipment and consumables; lighting|31000000|Pays de la Loire|FRG0|keine Angabe|keine Angabe|"2020/S 027-060989"|2020-09-14|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"2"|The most economic tender|"8"|Other|"01B03"|"01"|keine Angabe|Université du Maine|"32014L0024"|keine Angabe|Université du Maine|avenue Olivier Messiaen|Le Mans|"72085"|Fourniture d'outillage et EPI|""|Fourniture d'outillage et EPI.|""|Outillage et matériels de quincaillerie et serrurerie.|keine Angabe|Foussier|keine Angabe|"19 rue du Chatelet"|keine Angabe|Allonnes|keine Angabe|"72700"|keine Angabe|FR|""|keine Angabe|keine Angabe|"92000"|EUR|"8"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-451537-001"|"437363-2020"|2020-12-23|keine Angabe|keine Angabe|"680000"|EUR|F03|S|182|2020-09-18|"2020/S 182-437363"|http://ted.europa.eu/udl?uri=TED:NOTICE:437363-2020:TEXT:FR:HTML|FR|FR|http://www.univ-lemans.fr/fr/index.html|keine Angabe|Electrical machinery, apparatus, equipment and consumables; lighting|31000000|Pays de la Loire|FRG0|keine Angabe|keine Angabe|"2020/S 027-060989"|2020-09-14|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"2"|The most economic tender|"8"|Other|"01B03"|"01"|keine Angabe|Université du Maine|"32014L0024"|keine Angabe|Université du Maine|avenue Olivier Messiaen|Le Mans|"72085"|Fourniture d'outillage et EPI|""|Fourniture d'outillage et EPI.|""|Bois — faux plafonds.|keine Angabe|Lyreco France|keine Angabe|rue Alphonse Terroir|keine Angabe|Marly Cedex|keine Angabe|"59584"|keine Angabe|FR|""|keine Angabe|keine Angabe|"40000"|EUR|"8"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-451537-001"|"437363-2020"|2020-12-23|keine Angabe|keine Angabe|"680000"|EUR|F03|S|182|2020-09-18|"2020/S 182-437363"|http://ted.europa.eu/udl?uri=TED:NOTICE:437363-2020:TEXT:FR:HTML|FR|FR|http://www.univ-lemans.fr/fr/index.html|keine Angabe|Electrical machinery, apparatus, equipment and consumables; lighting|31000000|Pays de la Loire|FRG0|keine Angabe|keine Angabe|"2020/S 027-060989"|2020-09-14|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"2"|The most economic tender|"8"|Other|"01B03"|"01"|keine Angabe|Université du Maine|"32014L0024"|keine Angabe|Université du Maine|avenue Olivier Messiaen|Le Mans|"72085"|Fourniture d'outillage et EPI|""|Fourniture d'outillage et EPI.|""|Vêtements de sécurité (EPI) et de travail.|keine Angabe|Legallais|keine Angabe|"7 rue d'Atalante"|keine Angabe|Herouville-Saint-Clair|keine Angabe|"14200"|keine Angabe|FR|""|keine Angabe|keine Angabe|"120000"|EUR|"8"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-451537-001"|"437363-2020"|2020-12-23|keine Angabe|keine Angabe|"680000"|EUR|F03|S|182|2020-09-18|"2020/S 182-437363"|http://ted.europa.eu/udl?uri=TED:NOTICE:437363-2020:TEXT:FR:HTML|FR|FR|http://www.univ-lemans.fr/fr/index.html|keine Angabe|Electrical machinery, apparatus, equipment and consumables; lighting|31000000|Pays de la Loire|FRG0|keine Angabe|keine Angabe|"2020/S 027-060989"|2020-09-14|keine Angabe|"8"|Other|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"2"|The most economic tender|"8"|Other|"01B03"|"01"|keine Angabe|Université du Maine|"32014L0024"|keine Angabe|Université du Maine|avenue Olivier Messiaen|Le Mans|"72085"|Fourniture d'outillage et EPI|""|Fourniture d'outillage et EPI.|""|Outillage mécanique à destination des ateliers de l'IUT GMP, de l'Ensim, du LAUM et de l'IMMM (lot 8).|keine Angabe|Foussier|keine Angabe|"19 rue du Chatelet"|keine Angabe|Allonnes|keine Angabe|"72700"|keine Angabe|FR|""|keine Angabe|keine Angabe|keine Angabe|keine Angabe|"8"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-450126-001"|"437542-2020"|2020-12-23|keine Angabe|keine Angabe|"390400.00"|EUR|F03|S|182|2020-09-18|"2020/S 182-437542"|http://ted.europa.eu/udl?uri=TED:NOTICE:437542-2020:TEXT:ES:HTML|ES|ES|www.madrid.org|keine Angabe|Devices and instruments for infusion|33194100|Madrid|ES300|keine Angabe|keine Angabe|"2020/S 099-236902"|2020-09-14|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Hospital General Universitario Gregorio Marañón|"32014L0024"|keine Angabe|Hospital General Universitario Gregorio Marañón|C/ Doctor Esquerdo, 46|Madrid|"28007"|Suministro de sistemas, filtros y alargaderas de infusión, sistemas de bombeo de sangre y perforador transferencia de fluidos con destino al Hospital General Universitario Gregorio Marañón|""|Suministro de sistemas, filtros y alargaderas de infusión, sistemas de bombeo de sangre y perforador transferencia de fluidos con destino al Hospital General Universitario Gregorio Marañón.|""|Suministro de sistemas, filtros y alargaderas de infusión, sistemas de bombeo de sangre y perforador transferencia de fluidos con destino al Hospital General Universitario Gregorio Marañón.|keine Angabe|Laboratorios Cair España, S. L.|keine Angabe|keine Angabe|keine Angabe|Madrid|keine Angabe|keine Angabe|keine Angabe|ES|""|keine Angabe|keine Angabe|"16773.22"|EUR|"7"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-450126-001"|"437542-2020"|2020-12-23|keine Angabe|keine Angabe|"390400.00"|EUR|F03|S|182|2020-09-18|"2020/S 182-437542"|http://ted.europa.eu/udl?uri=TED:NOTICE:437542-2020:TEXT:ES:HTML|ES|ES|www.madrid.org|keine Angabe|Devices and instruments for infusion|33194100|Madrid|ES300|keine Angabe|keine Angabe|"2020/S 099-236902"|2020-09-14|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Hospital General Universitario Gregorio Marañón|"32014L0024"|keine Angabe|Hospital General Universitario Gregorio Marañón|C/ Doctor Esquerdo, 46|Madrid|"28007"|Suministro de sistemas, filtros y alargaderas de infusión, sistemas de bombeo de sangre y perforador transferencia de fluidos con destino al Hospital General Universitario Gregorio Marañón|""|Suministro de sistemas, filtros y alargaderas de infusión, sistemas de bombeo de sangre y perforador transferencia de fluidos con destino al Hospital General Universitario Gregorio Marañón.|""|Suministro de sistemas, filtros y alargaderas de infusión, sistemas de bombeo de sangre y perforador transferencia de fluidos con destino al Hospital General Universitario Gregorio Marañón.|keine Angabe|Becton Dickison, S. A.|keine Angabe|keine Angabe|keine Angabe|Madrid|keine Angabe|keine Angabe|keine Angabe|ES|""|keine Angabe|keine Angabe|"3024.00"|EUR|"7"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-454493-001"|"439641-2020"|2020-12-24|keine Angabe|keine Angabe|"300000.00"|SEK|F03|S|182|2020-09-18|"2020/S 182-439641"|http://ted.europa.eu/udl?uri=TED:NOTICE:439641-2020:TEXT:SV:HTML|SV|SE|www.enkoping.se|keine Angabe|Procurement consultancy services|79418000|Uppsala län|SE121|keine Angabe|keine Angabe|"2019/S 093-224764"|2020-09-15|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"4"|Services|"2"|Restricted procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"1"|Lowest price|S|General public services|"01C03"|"01"|keine Angabe|Enköpings kommun|"32014L0024"|keine Angabe|Enköpings kommun|keine Angabe|Enköping|keine Angabe|Konkurrensutsättning av DIS Upphandlingskonsulter 20964, Fastighetsavdelningen 3|""|Denna upphandling avser inrättandet av ett dynamiskt inköpssystem (DIS) gällande köp av konsulttjänster för upphandling/inköp. Kommande uppdrag kan innebära att konsulten genomför hela eller delar av ett upphandlingsprojekt.|""|Den här upphandlingen avser en förnyad konkurrensutsättning av ramavtalet/avtalsområdet: DIS Upphandlingskonsulter 20964, för Fastighetsavdelningen på Samhällsbyggnadsförvaltningen.|keine Angabe|Ecenea Procurement AB|keine Angabe|keine Angabe|keine Angabe|Gävle|keine Angabe|keine Angabe|keine Angabe|SE|""|keine Angabe|keine Angabe|"300000.00"|SEK|"1"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-450126-001"|"437542-2020"|2020-12-23|keine Angabe|keine Angabe|"390400.00"|EUR|F03|S|182|2020-09-18|"2020/S 182-437542"|http://ted.europa.eu/udl?uri=TED:NOTICE:437542-2020:TEXT:ES:HTML|ES|ES|www.madrid.org|keine Angabe|Devices and instruments for infusion|33194100|Madrid|ES300|keine Angabe|keine Angabe|"2020/S 099-236902"|2020-09-14|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Hospital General Universitario Gregorio Marañón|"32014L0024"|keine Angabe|Hospital General Universitario Gregorio Marañón|C/ Doctor Esquerdo, 46|Madrid|"28007"|Suministro de sistemas, filtros y alargaderas de infusión, sistemas de bombeo de sangre y perforador transferencia de fluidos con destino al Hospital General Universitario Gregorio Marañón|""|Suministro de sistemas, filtros y alargaderas de infusión, sistemas de bombeo de sangre y perforador transferencia de fluidos con destino al Hospital General Universitario Gregorio Marañón.|""|Suministro de sistemas, filtros y alargaderas de infusión, sistemas de bombeo de sangre y perforador transferencia de fluidos con destino al Hospital General Universitario Gregorio Marañón.|keine Angabe|Oiarso S. Coop.|keine Angabe|keine Angabe|keine Angabe|Guipuzkoa|keine Angabe|keine Angabe|keine Angabe|ES|""|keine Angabe|keine Angabe|"6670.00"|EUR|"7"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-450777-001"|"436349-2020"|2020-12-23|keine Angabe|keine Angabe|"7171808.75"|EUR|F03|S|182|2020-09-18|"2020/S 182-436349"|http://ted.europa.eu/udl?uri=TED:NOTICE:436349-2020:TEXT:FR:HTML|FR|FR|http://www.aubenas.fr/|keine Angabe|Overhaul and refurbishment work|45453000|Ardèche|FRK22|keine Angabe|keine Angabe|"2020/S 071-167911"|2020-09-14|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"1"|Works|B|Competitive procedure with negotiation|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"3"|Mixed|S|General public services|"01A03"|"01"|keine Angabe|Ville d'Aubenas|"32014L0024"|keine Angabe|Ville d'Aubenas|"4 place de l'Hôtel de Ville — BP 50128"|Aubenas|"07200"|Restauration intérieure et création d'un centre d'art contemporain — château des Montlaur|""|Château, restauration intérieure et création d'un centre d'art contemporain.|""|Château, restauration intérieure et création d'un centre d'art contemporain — gros œuvre — maçonnerie — désamiantage — carrelage.Les critères indiqués ci-dessous sont ceux appliqués pour tous les lots.|keine Angabe|Société Deluermoz|keine Angabe|keine Angabe|keine Angabe|Lyon|keine Angabe|keine Angabe|keine Angabe|FR|""|keine Angabe|keine Angabe|"3246352"|EUR|"14"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-450777-001"|"436349-2020"|2020-12-23|keine Angabe|keine Angabe|"7171808.75"|EUR|F03|S|182|2020-09-18|"2020/S 182-436349"|http://ted.europa.eu/udl?uri=TED:NOTICE:436349-2020:TEXT:FR:HTML|FR|FR|http://www.aubenas.fr/|keine Angabe|Overhaul and refurbishment work|45453000|Ardèche|FRK22|keine Angabe|keine Angabe|"2020/S 071-167911"|2020-09-14|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"1"|Works|B|Competitive procedure with negotiation|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"3"|Mixed|S|General public services|"01A03"|"01"|keine Angabe|Ville d'Aubenas|"32014L0024"|keine Angabe|Ville d'Aubenas|"4 place de l'Hôtel de Ville — BP 50128"|Aubenas|"07200"|Restauration intérieure et création d'un centre d'art contemporain — château des Montlaur|""|Château, restauration intérieure et création d'un centre d'art contemporain.|""|Château, restauration intérieure et création d'un centre d'art contemporain — plancher et charpente bois.|keine Angabe|Bourgeois SAS|keine Angabe|keine Angabe|keine Angabe|Vaulx-en-Velin|keine Angabe|keine Angabe|keine Angabe|FR|""|keine Angabe|keine Angabe|"195920.26"|EUR|"14"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-450777-001"|"436349-2020"|2020-12-23|keine Angabe|keine Angabe|"7171808.75"|EUR|F03|S|182|2020-09-18|"2020/S 182-436349"|http://ted.europa.eu/udl?uri=TED:NOTICE:436349-2020:TEXT:FR:HTML|FR|FR|http://www.aubenas.fr/|keine Angabe|Overhaul and refurbishment work|45453000|Ardèche|FRK22|keine Angabe|keine Angabe|"2020/S 071-167911"|2020-09-14|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"1"|Works|B|Competitive procedure with negotiation|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"3"|Mixed|S|General public services|"01A03"|"01"|keine Angabe|Ville d'Aubenas|"32014L0024"|keine Angabe|Ville d'Aubenas|"4 place de l'Hôtel de Ville — BP 50128"|Aubenas|"07200"|Restauration intérieure et création d'un centre d'art contemporain — château des Montlaur|""|Château, restauration intérieure et création d'un centre d'art contemporain.|""|Château, restauration intérieure et création d'un centre d'art contemporain — serrurerie — métallerie.|keine Angabe|Fontbonne et Fils|keine Angabe|keine Angabe|keine Angabe|Décines-Chapieu|keine Angabe|keine Angabe|keine Angabe|FR|""|keine Angabe|keine Angabe|"764777"|EUR|"14"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-450777-001"|"436349-2020"|2020-12-23|keine Angabe|keine Angabe|"7171808.75"|EUR|F03|S|182|2020-09-18|"2020/S 182-436349"|http://ted.europa.eu/udl?uri=TED:NOTICE:436349-2020:TEXT:FR:HTML|FR|FR|http://www.aubenas.fr/|keine Angabe|Overhaul and refurbishment work|45453000|Ardèche|FRK22|keine Angabe|keine Angabe|"2020/S 071-167911"|2020-09-14|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"1"|Works|B|Competitive procedure with negotiation|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"3"|Mixed|S|General public services|"01A03"|"01"|keine Angabe|Ville d'Aubenas|"32014L0024"|keine Angabe|Ville d'Aubenas|"4 place de l'Hôtel de Ville — BP 50128"|Aubenas|"07200"|Restauration intérieure et création d'un centre d'art contemporain — château des Montlaur|""|Château, restauration intérieure et création d'un centre d'art contemporain.|""|Château, restauration intérieure et création d'un centre d'art contemporain — menuiserie restauration.|keine Angabe|Sud France|keine Angabe|keine Angabe|keine Angabe|Toulon|keine Angabe|keine Angabe|keine Angabe|FR|""|keine Angabe|keine Angabe|"245738.35"|EUR|"14"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-450509-001"|"437406-2020"|2020-12-23|keine Angabe|keine Angabe|"64000000"|SEK|F03|S|182|2020-09-18|"2020/S 182-437406"|http://ted.europa.eu/udl?uri=TED:NOTICE:437406-2020:TEXT:SV:HTML|SV|SE|http://www.vll.se/upphandling|keine Angabe|Medical consumables|33140000|SVERIGE|SE|keine Angabe|keine Angabe|"2019/S 164-402065"|2020-09-14|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Region Västerbotten|"32014L0024"|keine Angabe|Region Västerbotten|Avdelning för upphandling|Umeå|"901 85"|Röntgenmaterial, förbrukning|""|Denna upphandling omfattar material till Bild- och funktionsmedicin hos Region Västerbotten av den omfattning som framgår av respektive position i utvärderingen. Upphandlingen omfattar såväl specifikt material inom IR och INR som allmänt material som används av flera avdelningar inom Bild- och funktionsmedicin.|""|Denna upphandling omfattar material till Bild- och funktionsmedicin hos Region Västerbotten av den omfattning som framgår av respektive position i utvärderingen. Upphandlingen omfattar såväl specifikt material inom IR och INR som allmänt material som används av flera avdelningar inom Bild- och funktionsmedicin.|keine Angabe|Merit Medical Systems AB|keine Angabe|Box 1485|keine Angabe|Stockholm|keine Angabe|"114 79"|keine Angabe|SE|""|keine Angabe|keine Angabe|"895"|SEK|"322"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-450777-001"|"436349-2020"|2020-12-23|keine Angabe|keine Angabe|"7171808.75"|EUR|F03|S|182|2020-09-18|"2020/S 182-436349"|http://ted.europa.eu/udl?uri=TED:NOTICE:436349-2020:TEXT:FR:HTML|FR|FR|http://www.aubenas.fr/|keine Angabe|Overhaul and refurbishment work|45453000|Ardèche|FRK22|keine Angabe|keine Angabe|"2020/S 071-167911"|2020-09-14|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"1"|Works|B|Competitive procedure with negotiation|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"3"|Mixed|S|General public services|"01A03"|"01"|keine Angabe|Ville d'Aubenas|"32014L0024"|keine Angabe|Ville d'Aubenas|"4 place de l'Hôtel de Ville — BP 50128"|Aubenas|"07200"|Restauration intérieure et création d'un centre d'art contemporain — château des Montlaur|""|Château, restauration intérieure et création d'un centre d'art contemporain.|""|Château, restauration intérieure et création d'un centre d'art contemporain — menuiserie aménagement.|keine Angabe|Menuiserie Ranchon|keine Angabe|keine Angabe|keine Angabe|Aubenas|keine Angabe|keine Angabe|keine Angabe|FR|""|keine Angabe|keine Angabe|"68721.40"|EUR|"14"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-450777-001"|"436349-2020"|2020-12-23|keine Angabe|keine Angabe|"7171808.75"|EUR|F03|S|182|2020-09-18|"2020/S 182-436349"|http://ted.europa.eu/udl?uri=TED:NOTICE:436349-2020:TEXT:FR:HTML|FR|FR|http://www.aubenas.fr/|keine Angabe|Overhaul and refurbishment work|45453000|Ardèche|FRK22|keine Angabe|keine Angabe|"2020/S 071-167911"|2020-09-14|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"1"|Works|B|Competitive procedure with negotiation|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"3"|Mixed|S|General public services|"01A03"|"01"|keine Angabe|Ville d'Aubenas|"32014L0024"|keine Angabe|Ville d'Aubenas|"4 place de l'Hôtel de Ville — BP 50128"|Aubenas|"07200"|Restauration intérieure et création d'un centre d'art contemporain — château des Montlaur|""|Château, restauration intérieure et création d'un centre d'art contemporain.|""|Château, restauration intérieure et création d'un centre d'art contemporain — plâtrerie — peinture.|keine Angabe|Cizéron|keine Angabe|keine Angabe|keine Angabe|Valence|keine Angabe|keine Angabe|keine Angabe|FR|""|keine Angabe|keine Angabe|"236904.15"|EUR|"14"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
"20-450509-001"|"437406-2020"|2020-12-23|keine Angabe|keine Angabe|"64000000"|SEK|F03|S|182|2020-09-18|"2020/S 182-437406"|http://ted.europa.eu/udl?uri=TED:NOTICE:437406-2020:TEXT:SV:HTML|SV|SE|http://www.vll.se/upphandling|keine Angabe|Medical consumables|33140000|SVERIGE|SE|keine Angabe|keine Angabe|"2019/S 164-402065"|2020-09-14|keine Angabe|"3"|Regional or local authority|"7"|Contract award notice|"2"|Supplies|"1"|Open procedure|"5"|European Union, with participation by GPA countries|"9"|Not applicable|"1"|Lowest price|H|Health|"01B03"|"01"|keine Angabe|Region Västerbotten|"32014L0024"|keine Angabe|Region Västerbotten|Avdelning för upphandling|Umeå|"901 85"|Röntgenmaterial, förbrukning|""|Denna upphandling omfattar material till Bild- och funktionsmedicin hos Region Västerbotten av den omfattning som framgår av respektive position i utvärderingen. Upphandlingen omfattar såväl specifikt material inom IR och INR som allmänt material som används av flera avdelningar inom Bild- och funktionsmedicin.|""|Denna upphandling omfattar material till Bild- och funktionsmedicin hos Region Västerbotten av den omfattning som framgår av respektive position i utvärderingen. Upphandlingen omfattar såväl specifikt material inom IR och INR som allmänt material som används av flera avdelningar inom Bild- och funktionsmedicin.|keine Angabe|Boston Scientific Nordic AB|keine Angabe|Box 22220|keine Angabe|Helsingborg|keine Angabe|"25024"|keine Angabe|SE|""|keine Angabe|keine Angabe|"95"|SEK|"322"|{http://publications.europa.eu/resource/schema/ted/R2.0.9/publication}TED_EXPORT
